upper_z,lower_z,posture_class
0.99,-0.20,straight
3.04,-0.29,straight
3.51,-0.23,straight
3.61,-0.26,straight
3.46,-0.26,straight
3.40,-0.25,straight
2.59,-0.28,straight
2.40,-0.24,straight
2.37,-0.20,straight
2.29,-0.27,straight
2.26,-0.16,straight
2.39,-0.24,straight
2.36,-0.19,straight
2.54,-0.17,straight
2.63,-0.21,straight
2.53,-0.20,straight
2.13,-0.21,straight
2.26,-0.22,straight
2.18,-0.20,straight
2.11,-0.21,straight
1.43,-0.24,straight
1.24,-0.18,straight
0.93,-0.19,straight
0.91,-0.23,straight
0.87,-0.33,straight
0.94,-0.25,straight
1.03,-0.27,straight
1.02,-0.38,straight
1.13,-0.24,straight
1.10,-0.19,straight
1.32,-0.30,straight
0.99,-0.20,straight
0.89,-0.06,straight
1.15,-0.24,straight
1.23,-0.33,straight
1.39,-0.24,straight
1.06,-0.28,straight
1.19,-0.25,straight
1.27,-0.39,straight
1.21,-0.22,straight
1.23,-0.29,straight
1.24,-0.24,straight
1.25,-0.30,straight
1.11,-0.53,straight
1.26,-0.41,straight
1.19,-0.26,straight
1.29,-0.24,straight
1.39,-0.28,straight
1.31,-0.24,straight
1.48,-0.24,straight
1.44,-0.24,straight
1.49,-0.25,straight
1.45,-0.23,straight
1.33,-0.20,straight
1.24,-0.22,straight
1.22,-0.25,straight
1.21,-0.25,straight
1.33,-0.22,straight
1.27,-0.20,straight
1.32,-0.23,straight
1.36,-0.32,straight
1.36,-0.23,straight
1.36,-0.24,straight
1.26,-0.17,straight
1.47,-0.25,straight
1.17,-0.21,straight
1.36,-0.08,straight
1.06,-0.11,straight
1.76,-0.20,straight
1.43,-0.22,straight
1.59,-0.04,straight
2.17,-0.11,straight
0.83,-0.27,straight
1.07,-0.16,straight
1.03,-0.14,straight
1.17,-0.14,straight
1.69,-0.12,straight
2.26,-0.12,straight
2.73,-0.12,straight
3.33,-0.08,straight
3.83,-0.13,straight
4.54,-0.11,straight
4.72,-0.10,straight
5.11,-0.07,straight
5.43,-0.12,straight
5.23,-0.09,straight
4.98,-0.12,straight
5.10,-0.07,straight
4.87,-0.09,straight
4.89,-0.01,straight
4.95,-0.11,straight
4.98,-0.06,straight
4.91,-0.09,straight
4.99,-0.11,straight
4.94,-0.07,straight
5.00,-0.05,straight
5.16,-0.07,straight
5.15,-0.09,straight
5.26,-0.06,straight
5.37,-0.06,straight
5.47,-0.05,straight
5.61,-0.09,straight
5.68,-0.06,straight
5.80,-0.06,straight
5.84,-0.05,straight
5.90,-0.04,straight
5.93,-0.07,straight
5.98,-0.07,straight
6.14,-0.07,straight
6.15,-0.05,straight
5.98,-0.08,straight
5.95,-0.09,straight
4.25,-0.06,straight
2.63,-0.11,straight
2.44,-0.11,straight
2.34,0.03,straight
2.19,-0.08,straight
2.40,-0.16,straight
2.21,-0.17,straight
2.19,-0.05,straight
2.52,-0.17,straight
2.25,-0.09,straight
2.29,-0.08,straight
2.37,-0.12,straight
2.31,-0.14,straight
2.18,-0.13,straight
2.20,-0.17,straight
2.13,-0.15,straight
2.16,-0.15,straight
2.13,-0.16,straight
2.13,-0.13,straight
2.09,-0.14,straight
2.15,-0.12,straight
2.13,-0.12,straight
2.16,-0.16,straight
2.11,-0.12,straight
2.09,-0.13,straight
2.07,-0.16,straight
2.06,-0.14,straight
2.08,-0.14,straight
2.05,-0.13,straight
2.04,-0.14,straight
2.02,-0.12,straight
2.13,-0.15,straight
2.04,-0.13,straight
2.06,-0.11,straight
2.07,-0.16,straight
2.04,-0.14,straight
2.06,-0.15,straight
2.02,-0.15,straight
2.03,-0.15,straight
1.98,-0.14,straight
2.00,-0.13,straight
1.94,-0.08,straight
1.92,-0.15,straight
1.86,-0.12,straight
1.83,-0.14,straight
1.80,-0.12,straight
1.75,-0.13,straight
1.73,-0.11,straight
1.72,-0.15,straight
1.69,-0.12,straight
1.70,-0.14,straight
1.66,-0.15,straight
1.64,-0.15,straight
1.59,-0.18,straight
1.60,-0.19,straight
1.53,-0.18,straight
1.54,-0.21,straight
1.49,-0.23,straight
1.46,-0.22,straight
1.47,-0.23,straight
1.40,-0.26,straight
1.39,-0.21,straight
1.35,-0.24,straight
1.35,-0.22,straight
1.36,-0.25,straight
1.30,-0.25,straight
1.34,-0.23,straight
1.31,-0.19,straight
1.29,-0.17,straight
1.29,-0.18,straight
1.26,-0.21,straight
1.24,-0.18,straight
1.31,-0.16,straight
1.29,-0.19,straight
1.27,-0.18,straight
1.29,-0.16,straight
1.23,-0.14,straight
1.20,-0.15,straight
1.18,-0.13,straight
1.13,-0.15,straight
1.15,-0.13,straight
1.13,-0.12,straight
1.16,-0.12,straight
1.19,-0.15,straight
1.17,-0.12,straight
1.11,-0.07,straight
1.17,-0.08,straight
1.11,-0.09,straight
1.06,-0.09,straight
1.08,-0.07,straight
1.04,-0.08,straight
1.08,-0.09,straight
1.05,-0.07,straight
1.02,-0.03,straight
1.04,-0.07,straight
0.98,-0.08,straight
0.97,-0.04,straight
0.97,-0.08,straight
0.99,-0.07,straight
1.01,-0.08,straight
1.02,-0.06,straight
1.00,-0.07,straight
0.99,-0.05,straight
1.02,-0.08,straight
1.01,-0.08,straight
1.04,-0.06,straight
1.07,-0.06,straight
1.09,-0.04,straight
1.10,-0.09,straight
1.10,-0.08,straight
1.11,-0.07,straight
1.10,-0.05,straight
1.08,-0.06,straight
1.07,-0.07,straight
1.08,-0.06,straight
1.12,-0.06,straight
1.09,-0.06,straight
1.09,-0.09,straight
1.16,-0.05,straight
1.10,-0.04,straight
1.10,-0.06,straight
1.05,-0.08,straight
1.07,-0.05,straight
1.08,-0.12,straight
1.04,-0.14,straight
1.11,-0.05,straight
1.13,-0.07,straight
1.13,-0.09,straight
1.17,-0.03,straight
1.10,-0.06,straight
1.09,-0.09,straight
1.08,-0.07,straight
1.05,-0.06,straight
1.12,-0.10,straight
1.10,-0.12,straight
1.04,-0.08,straight
1.05,-0.04,straight
1.02,-0.12,straight
1.06,-0.12,straight
1.01,-0.07,straight
1.14,-0.13,straight
1.06,-0.11,straight
1.13,-0.07,straight
1.14,-0.06,straight
1.15,-0.03,straight
1.08,-0.05,straight
1.11,-0.13,straight
1.03,-0.07,straight
1.13,-0.10,straight
1.19,-0.06,straight
1.10,-0.05,straight
1.08,-0.06,straight
1.03,-0.13,straight
1.07,-0.12,straight
1.01,-0.05,straight
1.10,-0.04,straight
1.01,-0.02,straight
1.03,-0.04,straight
1.02,-0.11,straight
0.96,0.01,straight
1.13,-0.04,straight
1.10,-0.07,straight
1.09,-0.01,straight
1.04,-0.07,straight
1.06,-0.01,straight
1.11,0.04,straight
1.06,-0.01,straight
1.02,-0.09,straight
0.97,0.01,straight
1.03,-0.06,straight
1.09,-0.03,straight
1.12,-0.03,straight
1.04,-0.09,straight
1.05,-0.04,straight
1.05,-0.03,straight
1.09,-0.04,straight
1.01,-0.07,straight
0.96,-0.01,straight
1.04,-0.01,straight
1.09,-0.01,straight
1.06,-0.05,straight
1.06,-0.10,straight
1.00,0.03,straight
1.09,0.02,straight
1.11,0.01,straight
1.08,-0.01,straight
1.05,-0.04,straight
1.08,-0.02,straight
1.12,0.01,straight
1.11,-0.01,straight
1.13,-0.04,straight
1.04,-0.01,straight
1.05,-0.01,straight
1.08,-0.00,straight
1.12,0.02,straight
1.06,0.00,straight
1.06,0.01,straight
1.09,0.02,straight
1.11,-0.01,straight
1.12,-0.02,straight
1.02,-0.05,straight
1.05,0.00,straight
1.11,-0.01,straight
1.10,-0.01,straight
1.08,-0.04,straight
1.09,-0.04,straight
1.10,0.00,straight
1.15,0.04,straight
1.17,-0.02,straight
1.09,0.00,straight
1.06,-0.04,straight
1.12,0.04,straight
1.15,0.06,straight
1.17,0.02,straight
1.13,-0.05,straight
1.11,0.02,straight
1.13,0.03,straight
1.15,0.02,straight
1.10,0.01,straight
1.05,0.02,straight
1.05,0.02,straight
1.08,0.02,straight
1.12,0.02,straight
1.09,0.03,straight
1.07,0.01,straight
1.08,0.02,straight
1.03,0.00,straight
1.06,0.03,straight
1.09,0.04,straight
1.07,0.06,straight
1.07,0.01,straight
1.06,0.04,straight
1.10,0.08,straight
1.14,0.00,straight
1.09,0.04,straight
1.10,-0.02,straight
1.07,0.03,straight
1.10,0.05,straight
1.14,0.07,straight
1.11,0.08,straight
1.05,0.03,straight
1.07,0.03,straight
1.09,0.06,straight
1.15,0.07,straight
1.15,0.02,straight
1.07,0.01,straight
1.11,0.05,straight
1.12,0.06,straight
1.13,0.05,straight
1.07,0.02,straight
0.98,0.03,straight
1.08,-0.01,straight
1.08,0.06,straight
1.18,0.03,straight
1.06,0.03,straight
1.04,0.03,straight
1.07,0.00,straight
1.21,0.04,straight
1.15,0.06,straight
1.08,0.04,straight
1.12,0.04,straight
1.12,0.08,straight
1.14,0.05,straight
1.10,0.06,straight
1.10,-0.00,straight
1.11,0.00,straight
1.14,-0.01,straight
1.16,0.04,straight
1.11,-0.00,straight
1.13,0.02,straight
1.13,0.04,straight
1.08,0.04,straight
1.11,0.01,straight
1.09,0.03,straight
1.13,0.06,straight
1.12,0.05,straight
1.12,0.01,straight
1.07,0.05,straight
1.15,0.04,straight
1.16,0.08,straight
1.15,0.07,straight
1.11,0.07,straight
1.10,0.04,straight
1.19,0.04,straight
1.13,0.07,straight
1.17,0.06,straight
1.15,0.03,straight
1.14,0.04,straight
1.11,0.03,straight
1.15,0.05,straight
1.09,0.04,straight
1.12,0.03,straight
1.06,0.03,straight
1.10,0.05,straight
1.13,0.06,straight
1.19,0.06,straight
1.19,0.08,straight
1.17,0.03,straight
1.17,0.04,straight
1.15,0.05,straight
1.14,0.05,straight
1.15,0.06,straight
1.16,0.04,straight
1.22,0.11,straight
1.23,0.11,straight
1.24,0.10,straight
1.18,0.09,straight
1.18,0.07,straight
1.19,0.06,straight
1.19,0.10,straight
1.20,0.11,straight
1.19,0.07,straight
1.14,0.12,straight
1.19,0.08,straight
1.22,0.04,straight
1.17,0.08,straight
1.20,0.07,straight
1.17,0.11,straight
1.17,0.07,straight
1.16,0.10,straight
1.22,0.08,straight
1.21,0.10,straight
1.22,0.06,straight
1.22,0.09,straight
1.22,0.10,straight
1.25,0.10,straight
1.27,0.09,straight
1.23,0.12,straight
1.25,0.08,straight
1.25,0.12,straight
1.25,0.10,straight
1.23,0.11,straight
1.29,0.13,straight
1.30,0.13,straight
1.26,0.08,straight
1.21,0.08,straight
1.32,0.08,straight
1.28,0.13,straight
1.27,0.10,straight
1.25,0.07,straight
1.19,0.11,straight
1.26,0.09,straight
1.24,0.11,straight
1.27,0.07,straight
1.27,0.06,straight
1.25,0.12,straight
1.29,0.08,straight
1.29,0.06,straight
1.30,0.12,straight
1.32,0.13,straight
1.28,0.15,straight
1.24,0.11,straight
1.31,0.10,straight
1.30,0.14,straight
1.25,0.07,straight
1.29,0.11,straight
1.28,0.15,straight
1.37,0.09,straight
1.34,0.13,straight
1.33,0.10,straight
1.31,0.10,straight
1.34,0.13,straight
1.28,0.11,straight
1.30,0.08,straight
1.24,0.11,straight
1.30,0.09,straight
1.31,0.11,straight
1.36,0.10,straight
1.30,0.09,straight
1.34,0.12,straight
1.40,0.13,straight
1.41,0.09,straight
1.43,0.11,straight
1.42,0.17,straight
1.47,0.14,straight
1.40,0.15,straight
1.42,0.16,straight
1.44,0.10,straight
